Phase,displacement_m,Kx_N_per_m,F_N
ascent,0.016550577889447235,113.72884362861407,2.02954636384848
ascent,0.016650884422110553,113.67197511661169,2.0409513201576797
ascent,0.01675119095477387,113.60763160191365,2.052350197287822
ascent,0.016851497487437184,113.53581308451993,2.0637422454473047
ascent,0.016951804020100502,113.45651956443047,2.075126714844525
ascent,0.01705211055276382,113.36975104164537,2.0865028556878826
ascent,0.017152417085427137,113.27550751616457,2.0978699181857734
ascent,0.01725272361809045,113.17378898798809,2.109227152546596
ascent,0.01735303015075377,113.0645954571159,2.120573808978749
ascent,0.017453336683417087,112.94792692354801,2.13190913769063
ascent,0.0175536432160804,112.82378338728446,2.1432323888906364
ascent,0.01765394974874372,112.69216484832525,2.154542812787167
ascent,0.017754256281407036,112.5530713066703,2.1658396595886193
ascent,0.01785456281407035,112.40650276231969,2.177122179503391
ascent,0.017954869346733668,112.25245921527338,2.1883896227398805
ascent,0.018055175879396985,112.0909406655314,2.1996412395064864
ascent,0.018155482412060303,111.9219471130937,2.210876280011605
ascent,0.018255788944723617,111.74547855796035,2.222093994463635
ascent,0.018356095477386935,111.5615350001313,2.233293633070975
ascent,0.018456402010050253,111.37011643960653,2.244474446042022
ascent,0.018556708542713567,111.17122287638611,2.255635683585174
ascent,0.018657015075376884,110.96485431047,2.2667765959088304
ascent,0.018757321608040202,110.75101074185818,2.2778964332213874
ascent,0.018857628140703516,110.52969217055069,2.288994445731243
ascent,0.018957934673366834,110.30089859654751,2.3000698836467963
ascent,0.01905824120603015,110.06463001984864,2.311121997176445
ascent,0.01915854773869347,109.82088644045407,2.3221500365285856
ascent,0.019258854271356783,109.56966785836383,2.3331532519116185
ascent,0.0193591608040201,109.3109742735779,2.3441308935339396
ascent,0.01945946733668342,109.04480568609627,2.355082211603947
ascent,0.019559773869346733,108.77116209591897,2.36600645633004
ascent,0.01966008040201005,108.49004350304597,2.376902877920616
ascent,0.019760386934673368,108.2014499074773,2.387770726584072
ascent,0.019860693467336682,107.90538130921291,2.3986092525288063
ascent,0.019961,107.60183770825286,2.4094177059632185
